User_ID,Subscription_Duration_Months,Monthly_Fee,Watch_Time_Hours,Device_Type,Payment_Method,Customer_Support_Interactions,Churn
54,39,9.99,35.88173928170954,PC,Credit Card,1,0
55,18,19.99,6.3351367936463365,Mobile,PayPal,2,0
56,4,14.99,6.0558343474109435,Smart TV,PayPal,1,0
57,25,9.99,18.382856838193952,PC,Carrier Billing,2,0
58,14,9.99,20.634035108604927,PC,Carrier Billing,0,0
59,50,19.99,16.450517332593417,PC,PayPal,1,0
60,58,9.99,44.6075292870838,Tablet,Credit Card,2,0
61,9,9.99,16.897579418140733,Mobile,PayPal,0,0
62,26,14.99,14.492747177277856,Smart TV,PayPal,2,0
63,53,9.99,21.243435848811302,PC,PayPal,1,0
64,2,9.99,29.708869120133524,PC,PayPal,2,0
65,20,14.99,12.745722568166045,PC,Carrier Billing,0,0
66,28,19.99,18.53013349835019,Tablet,Carrier Billing,2,0
67,47,19.99,29.99284640234508,Smart TV,PayPal,1,0
68,7,14.99,30.54806433094623,PC,Carrier Billing,2,0
69,44,14.99,22.176281001228507,PC,Carrier Billing,1,0
70,8,19.99,44.183912202545,Tablet,Credit Card,0,0
71,47,19.99,39.806510466956205,Tablet,Carrier Billing,1,0
72,35,19.99,5.938838189402613,Mobile,Carrier Billing,0,0
73,14,19.99,3.0803878031242533,Mobile,PayPal,1,1
74,17,19.99,27.957144478653582,Smart TV,Carrier Billing,1,0
75,36,14.99,33.653656446411595,Mobile,Carrier Billing,1,0
76,50,9.99,17.752410151415937,Smart TV,Carrier Billing,1,0
77,40,19.99,14.978042082761712,Mobile,PayPal,0,0
78,4,19.99,11.797094060943067,PC,PayPal,2,0
79,2,9.99,8.319880761562949,Mobile,Carrier Billing,1,0
80,6,9.99,31.363427959118493,PC,PayPal,1,0
81,54,9.99,16.18705039195424,Smart TV,PayPal,3,0
82,42,9.99,23.0180075701098,Mobile,Credit Card,2,0
83,4,9.99,1.7419425810701092,Mobile,Carrier Billing,1,1
84,54,9.99,30.0227103567561,Mobile,Credit Card,0,0
85,29,14.99,25.877782278896486,PC,Carrier Billing,2,0
86,18,9.99,6.553107997500469,PC,Carrier Billing,2,0
87,26,9.99,22.590288214837145,Mobile,Credit Card,2,0
88,44,14.99,20.047433595275884,Smart TV,Credit Card,1,0
89,34,9.99,15.498450801572718,PC,Carrier Billing,3,0
90,10,19.99,0.0,Tablet,Credit Card,1,1
91,36,19.99,13.396707382486264,Smart TV,Credit Card,2,0
92,14,9.99,23.024311457761215,Smart TV,PayPal,0,0
93,31,14.99,14.514350494428747,Smart TV,Carrier Billing,3,0
94,48,19.99,17.783049632410407,PC,PayPal,1,0
95,15,14.99,34.96756785990474,Mobile,Carrier Billing,2,0
96,8,19.99,19.22491988853714,Mobile,PayPal,0,0
97,14,9.99,0.0,Tablet,Carrier Billing,1,1
98,23,14.99,18.1514963934947,Mobile,PayPal,0,0
99,57,14.99,20.993940895614294,Tablet,Carrier Billing,1,0
100,40,14.99,11.746453430380939,Tablet,PayPal,0,0
101,21,19.99,27.347485957410083,Mobile,Credit Card,0,0
102,16,19.99,5.377710274789527,Tablet,Carrier Billing,1,0
103,45,19.99,18.622589009424217,Smart TV,Credit Card,0,0
104,18,9.99,5.262410986566021,Smart TV,PayPal,2,0
105,47,19.99,17.043122825424643,Smart TV,Carrier Billing,3,0
106,53,9.99,27.081298604952806,PC,PayPal,4,0
107,24,14.99,18.383200727855044,Tablet,PayPal,1,0
108,26,14.99,17.799464926283054,Tablet,Credit Card,2,0
109,25,9.99,20.277700785353154,Smart TV,Carrier Billing,0,0
110,45,19.99,20.777674689725295,PC,PayPal,0,0
111,41,9.99,26.937519207067695,Mobile,Credit Card,2,0
112,29,14.99,26.998157231050158,Smart TV,Credit Card,1,0
113,15,14.99,34.21695883284849,PC,Credit Card,0,0
114,45,9.99,21.676169855293782,Mobile,Credit Card,1,0
115,1,19.99,3.3927550488998257,PC,PayPal,2,1
116,25,19.99,28.579485996243434,Mobile,PayPal,1,0
117,7,9.99,33.498244592045914,Tablet,PayPal,0,0
118,9,9.99,44.61695017184823,Tablet,Carrier Billing,0,0
119,24,19.99,34.51705880776824,PC,Carrier Billing,2,0
120,1,14.99,15.097015897394183,PC,Credit Card,2,0
121,44,9.99,21.87184027488584,Mobile,PayPal,2,0
122,8,19.99,17.293732534597424,PC,Credit Card,1,0
123,24,19.99,15.934730748968393,PC,PayPal,3,0
124,11,14.99,18.865146091633697,Mobile,Carrier Billing,1,0
125,51,14.99,32.85743102133064,Mobile,Credit Card,0,0
126,17,14.99,4.108287154886696,Tablet,PayPal,1,0
127,8,14.99,9.97454367610478,Smart TV,PayPal,0,0
128,35,14.99,32.19493022566629,PC,PayPal,2,0
129,35,9.99,34.53668174073952,Mobile,Credit Card,2,0
130,33,19.99,13.405042916823827,Tablet,Carrier Billing,2,0
131,59,9.99,36.507483443052166,Smart TV,PayPal,1,0
132,5,9.99,29.758820833077518,PC,Credit Card,6,1
133,42,9.99,17.32238863954408,Tablet,PayPal,1,0
134,39,9.99,0.0,Smart TV,Credit Card,1,1
135,58,9.99,3.319848563322939,PC,Carrier Billing,0,0
136,41,14.99,13.418233123903567,Tablet,PayPal,1,0
137,28,14.99,27.59936981959828,PC,Credit Card,0,0
138,7,19.99,27.631000245479147,Smart TV,PayPal,5,0
139,9,9.99,15.335508080931305,Mobile,Credit Card,0,0
140,8,19.99,17.68725734637424,Tablet,Carrier Billing,2,0
141,12,14.99,19.675186500581148,Smart TV,Carrier Billing,1,0
142,34,14.99,17.812619870491805,PC,Credit Card,1,0
143,33,14.99,21.636337636687937,Smart TV,Carrier Billing,1,0
144,48,9.99,19.69958843251838,Smart TV,PayPal,1,0
145,55,9.99,3.257728509080305,Mobile,Carrier Billing,2,1
146,23,14.99,17.924384337807304,Tablet,PayPal,3,0
147,24,19.99,19.774021669550976,Smart TV,Carrier Billing,1,0
148,37,19.99,29.89799345927511,Mobile,Carrier Billing,0,0
149,35,14.99,11.686938683597154,Mobile,PayPal,1,0
150,44,19.99,22.03905351344904,Mobile,Carrier Billing,2,0
151,40,14.99,25.62839996321604,PC,PayPal,1,0
152,22,19.99,18.516528211921788,Mobile,PayPal,4,0
153,27,14.99,2.4520211462875494,Mobile,Carrier Billing,1,0
154,35,19.99,30.100690205936125,Mobile,Carrier Billing,1,0
155,1,9.99,27.471412320266033,Mobile,PayPal,1,0
156,35,14.99,22.28773380024682,Tablet,Credit Card,2,0
157,37,14.99,20.40330400889144,Tablet,Carrier Billing,2,0
158,47,19.99,2.185751004483688,Mobile,Carrier Billing,2,1
159,14,14.99,27.74656635890075,Smart TV,Credit Card,3,0
160,3,14.99,34.863960433283765,PC,Credit Card,1,0
161,1,14.99,8.862544795781256,Smart TV,Carrier Billing,3,0
162,5,9.99,33.45018656271581,Smart TV,Carrier Billing,0,0
163,26,9.99,31.31457796345356,Mobile,Carrier Billing,1,0
164,55,19.99,8.568046766499611,Smart TV,Credit Card,1,0
165,14,9.99,16.05856400647104,Tablet,Carrier Billing,0,0
166,39,19.99,6.0456235689033,Tablet,Credit Card,3,0
167,27,9.99,19.348616642711118,PC,Credit Card,2,0
168,9,19.99,24.48317562430157,Tablet,PayPal,3,0
169,15,9.99,6.795318689797282,Tablet,Credit Card,2,0
170,15,9.99,23.858027751246986,Mobile,PayPal,3,0
171,26,19.99,26.391257634784942,Tablet,Credit Card,2,0
172,42,14.99,26.534786562187335,Smart TV,Credit Card,2,0
173,13,14.99,24.54502572085628,Smart TV,PayPal,0,0
174,51,9.99,7.715093236190926,Tablet,PayPal,0,0
175,32,19.99,18.78525981449955,PC,PayPal,1,0
176,39,14.99,23.52352110314054,PC,PayPal,0,0
177,49,19.99,34.61025622339098,PC,PayPal,4,0
178,52,14.99,20.024658294875195,Tablet,PayPal,0,0
179,32,19.99,24.255412942757808,PC,PayPal,0,0
180,4,9.99,10.679731863547987,Tablet,Credit Card,2,0
181,30,19.99,8.451059638341283,Smart TV,Credit Card,1,0
182,37,14.99,7.169280102696119,PC,PayPal,2,0
183,23,9.99,15.797317258891447,PC,Carrier Billing,4,0
184,39,19.99,40.6205115300686,PC,PayPal,2,0
185,45,14.99,15.979237405601497,Smart TV,Carrier Billing,5,0
186,15,9.99,23.64626353942051,Tablet,Credit Card,0,0
187,43,19.99,25.570979585709956,Smart TV,Credit Card,2,0
188,29,14.99,9.084708909638406,Smart TV,Carrier Billing,1,0
189,36,19.99,15.648931493878612,Mobile,Credit Card,2,0
190,13,19.99,26.244151389325243,PC,PayPal,2,0
191,32,9.99,24.28327414169423,Tablet,Carrier Billing,2,0
192,7,9.99,0.06005373320758878,Tablet,Carrier Billing,1,0
193,59,14.99,25.944103539572517,Mobile,Credit Card,1,0
194,51,9.99,14.490096091562155,Mobile,Carrier Billing,0,0
195,22,14.99,14.751828037071348,Smart TV,Carrier Billing,2,0
196,28,19.99,24.048656929636095,Mobile,Carrier Billing,0,0
197,2,19.99,35.22935924483794,Tablet,Credit Card,1,0
198,42,14.99,17.995653733056386,Tablet,Carrier Billing,2,0
199,45,19.99,31.79050215539266,Tablet,Carrier Billing,2,0
200,57,9.99,5.590772321181532,Smart TV,PayPal,2,0
201,53,19.99,21.307433459121306,PC,PayPal,1,0
202,6,9.99,14.589445940719202,PC,Carrier Billing,1,0
203,28,14.99,22.82006986756061,Smart TV,Credit Card,3,0
204,28,14.99,17.03692597214898,Tablet,Carrier Billing,2,0
205,44,19.99,6.589385810361954,Tablet,Credit Card,2,0
206,44,19.99,11.12590637198858,Smart TV,PayPal,1,0
207,20,9.99,3.5679892014341377,Smart TV,PayPal,1,0
208,30,9.99,6.930987710512822,Mobile,Carrier Billing,0,0
209,11,19.99,24.803243748750475,Smart TV,Credit Card,2,0
210,58,19.99,17.489628701427776,PC,Credit Card,4,0
211,55,14.99,22.308644101280876,Smart TV,Credit Card,5,0
212,28,14.99,38.15577481595072,Tablet,Carrier Billing,1,0
213,25,14.99,17.040282067877392,Tablet,Credit Card,0,0
214,39,19.99,26.342839331822383,Tablet,PayPal,1,0
215,33,19.99,20.28135512201255,PC,Credit Card,0,0
216,1,19.99,47.626845327315024,PC,Credit Card,6,1
217,57,14.99,0.0,Mobile,Carrier Billing,1,0
218,27,19.99,12.823377240278784,Smart TV,Carrier Billing,3,0
219,57,9.99,26.54023974231481,Mobile,Carrier Billing,2,0
220,52,19.99,12.470946045720604,Smart TV,Carrier Billing,0,0
221,13,19.99,25.660715573099807,Smart TV,Carrier Billing,0,0
222,41,19.99,19.39920807103311,PC,Credit Card,0,0
223,3,19.99,28.64948838011637,Tablet,Credit Card,1,0
224,39,19.99,8.678771695723409,Smart TV,Carrier Billing,2,0
225,6,9.99,21.728423106163547,PC,Carrier Billing,1,0
226,8,9.99,24.660182300133844,Mobile,Credit Card,2,0
227,27,19.99,21.317891582113365,Tablet,Carrier Billing,1,0
228,9,14.99,21.494124849208884,Mobile,PayPal,3,0
229,37,19.99,32.0243090577956,Mobile,Credit Card,0,0
230,33,19.99,3.2009425349510465,PC,PayPal,0,0
231,51,19.99,21.24967190791685,Tablet,Credit Card,0,0
232,42,14.99,7.908518671207208,Smart TV,Credit Card,0,0
233,44,14.99,27.576109369263104,Mobile,Credit Card,0,0
234,24,14.99,11.62066417630284,Smart TV,Credit Card,1,0
235,15,9.99,0.0,Tablet,Credit Card,2,1
236,59,14.99,27.8146741424745,PC,Credit Card,1,0
237,54,9.99,17.316287060410314,PC,Credit Card,3,0
238,32,9.99,23.566296161016023,PC,Carrier Billing,2,0
239,32,14.99,34.27008902699062,Smart TV,Carrier Billing,0,0
240,24,14.99,23.714010859322354,Smart TV,Carrier Billing,3,0
241,41,14.99,21.694280839089487,Tablet,PayPal,1,0
242,52,9.99,19.527296207705692,Smart TV,Credit Card,2,0
243,49,19.99,8.526935162509883,PC,Carrier Billing,0,0
244,49,14.99,17.847521419046082,Mobile,Carrier Billing,1,0
245,58,14.99,39.738985784425836,Mobile,Carrier Billing,0,0
246,52,14.99,16.24780769866102,Mobile,Credit Card,1,0
247,12,9.99,18.439863405767447,PC,Credit Card,3,0
248,39,9.99,32.570848921053454,Smart TV,PayPal,2,0
249,2,19.99,4.58711339098042,Mobile,PayPal,3,1
250,3,14.99,26.201240509569363,Smart TV,Credit Card,1,0
251,49,9.99,4.111200801949501,Smart TV,PayPal,0,0
252,37,19.99,23.991887168814596,PC,Carrier Billing,3,0
253,49,14.99,19.775905516017986,Smart TV,PayPal,1,0
254,56,9.99,26.124001607980137,Smart TV,Carrier Billing,3,0
255,17,14.99,9.87525629845609,PC,PayPal,4,0
256,59,14.99,14.6496691530843,Tablet,Carrier Billing,1,0
257,49,9.99,26.64052953305583,Mobile,PayPal,2,0
258,2,9.99,14.901674834981993,Mobile,PayPal,2,0
259,2,9.99,27.555152605285027,Smart TV,Credit Card,0,0
260,28,14.99,22.091698106887517,Tablet,Credit Card,0,0
261,54,14.99,15.54248242069839,PC,Carrier Billing,1,0
262,23,19.99,16.846458219693247,Smart TV,Credit Card,2,0
263,37,14.99,20.03504831668619,PC,Carrier Billing,2,0
264,32,9.99,17.79817885958598,Mobile,Credit Card,1,0
265,33,14.99,27.302497537329497,PC,Credit Card,0,0
266,1,19.99,16.287206704759157,Mobile,Carrier Billing,4,1
267,19,19.99,14.269690737877788,PC,PayPal,3,0
268,2,9.99,29.10251681532861,PC,Carrier Billing,0,0
269,53,9.99,15.778708359272091,Tablet,Carrier Billing,2,0
270,44,19.99,14.596283797349908,PC,Carrier Billing,1,0
271,26,19.99,0.0,Smart TV,Credit Card,2,1
272,32,19.99,9.604966313960706,Tablet,Credit Card,1,0
273,6,9.99,11.61372521336789,Smart TV,Credit Card,0,0
274,32,19.99,14.598694074920253,PC,Carrier Billing,1,0
275,55,19.99,12.77860783371137,PC,PayPal,1,0
276,4,9.99,29.830501486789515,Tablet,PayPal,2,0
277,55,14.99,12.248523555489177,Mobile,Carrier Billing,1,0
278,11,14.99,12.993736297614237,Tablet,Carrier Billing,0,0
279,56,19.99,21.55654197099732,Mobile,PayPal,2,0
280,59,14.99,8.98318120071319,Mobile,Credit Card,4,0
281,17,14.99,35.63992154846776,PC,Carrier Billing,2,0
282,38,14.99,28.02156791162812,Smart TV,PayPal,3,0
283,24,14.99,8.319130478921517,Tablet,PayPal,1,0
284,5,19.99,30.136670858668374,Tablet,PayPal,1,0
285,52,14.99,32.217081395199536,PC,Credit Card,3,0
286,34,14.99,8.578852630813865,PC,PayPal,3,0
287,6,9.99,8.348333842411757,Tablet,PayPal,3,0
288,22,19.99,13.895868541018661,Tablet,PayPal,3,0
289,11,9.99,5.847948802550917,Smart TV,Carrier Billing,2,0
290,48,9.99,12.197114655772271,PC,Carrier Billing,1,0
291,16,19.99,15.998754152812566,Smart TV,Carrier Billing,3,0
292,33,14.99,25.04152361376481,PC,PayPal,4,0
293,9,9.99,20.8122550315025,PC,PayPal,5,0
294,59,19.99,18.519784934653053,Smart TV,Credit Card,2,0
295,6,14.99,15.168267050750874,Mobile,PayPal,2,0
296,16,19.99,6.9204425003662315,Mobile,Credit Card,1,0
297,29,9.99,25.91717726781987,Mobile,PayPal,1,0
298,3,14.99,25.693741568237122,PC,Credit Card,0,0
299,20,14.99,13.831514090082852,Smart TV,Carrier Billing,0,0
300,59,19.99,8.98844858875577,Mobile,PayPal,1,0
301,36,14.99,35.56104437527083,Tablet,Credit Card,0,0
302,19,9.99,22.46730451086932,Mobile,Carrier Billing,3,0
303,26,9.99,23.969682913250423,Smart TV,Carrier Billing,1,0
304,3,9.99,24.401478606997586,PC,PayPal,4,0
305,19,19.99,7.9751630141870695,Smart TV,Credit Card,4,0
306,20,14.99,34.992765840168666,PC,Credit Card,1,0
307,32,14.99,15.965020670557692,Smart TV,Credit Card,1,0
308,7,14.99,28.22042003928943,Smart TV,Carrier Billing,0,0
309,52,9.99,34.58432703426778,Tablet,Credit Card,4,0
310,41,14.99,20.813760320182,Mobile,Carrier Billing,2,0
311,33,9.99,8.185215912648836,Mobile,Credit Card,1,0
312,40,14.99,0.0,Smart TV,Carrier Billing,2,0
313,39,9.99,19.61584190698062,Mobile,PayPal,1,0
314,18,14.99,22.501444477325542,Tablet,Carrier Billing,4,0
315,40,19.99,14.192248663143811,Smart TV,Credit Card,2,0
316,1,19.99,21.35685453456917,Mobile,Carrier Billing,1,0
317,11,9.99,24.303448381710577,Mobile,Credit Card,0,0
318,28,9.99,29.93927790794635,PC,PayPal,3,0
319,57,14.99,17.714346088737905,Mobile,Carrier Billing,4,0
320,25,14.99,19.546583265399367,Mobile,PayPal,0,0
321,50,19.99,18.213996705664456,PC,Carrier Billing,2,0
322,23,14.99,20.335946333268495,Smart TV,Carrier Billing,3,0
323,31,9.99,14.868156190761361,Smart TV,PayPal,0,0
324,30,9.99,14.820346155055159,Tablet,PayPal,0,0
325,42,9.99,15.449771607276983,PC,Carrier Billing,1,0
326,35,9.99,21.562662416194968,Smart TV,Carrier Billing,0,0
327,7,9.99,11.526859721488632,Mobile,Carrier Billing,1,0
328,16,19.99,15.4900606687359,Mobile,PayPal,6,0
329,26,19.99,38.08589967121408,Mobile,Credit Card,1,0
330,48,9.99,28.96399340504383,Tablet,PayPal,4,0
331,57,14.99,10.429189227333834,Smart TV,Carrier Billing,1,0
332,52,9.99,28.646729305935683,PC,Carrier Billing,1,0
333,49,19.99,26.27392074083685,Smart TV,PayPal,2,0
334,2,9.99,18.960804885211612,PC,Carrier Billing,1,0
335,1,19.99,12.920270529935978,PC,Carrier Billing,2,0
336,48,19.99,11.784858875147624,Smart TV,Carrier Billing,3,0
337,12,9.99,22.23840172783236,Mobile,Carrier Billing,2,0
338,5,9.99,11.537663378034924,Mobile,Carrier Billing,1,0
339,37,14.99,30.97221329671825,PC,Credit Card,1,0
340,32,19.99,33.80806588455009,Mobile,PayPal,0,0
341,59,14.99,19.571955024319077,Tablet,PayPal,1,0
342,55,9.99,31.38780811922129,Tablet,PayPal,3,0
343,9,19.99,15.88451051697252,PC,Credit Card,2,0
344,41,14.99,12.856482167158806,Mobile,Credit Card,2,0
345,35,14.99,31.002751801452398,PC,PayPal,2,0
346,19,14.99,35.798669556055074,Tablet,PayPal,2,0
347,48,9.99,39.63157986992216,Tablet,PayPal,1,0
348,16,9.99,23.32655071477108,Tablet,Carrier Billing,0,0
349,3,9.99,28.621103951896245,Smart TV,Credit Card,0,0
350,20,19.99,23.106172284661483,Tablet,Credit Card,1,0
351,24,9.99,34.033786566985896,Mobile,Carrier Billing,3,0
352,54,19.99,24.33284133439259,Smart TV,Credit Card,0,0
353,56,14.99,28.050837886620336,Tablet,PayPal,1,0
354,33,14.99,8.64581544797134,Mobile,Credit Card,3,0
355,24,9.99,17.688372246323276,Tablet,Carrier Billing,3,0
356,52,14.99,28.136361486422356,Mobile,PayPal,2,0
357,11,9.99,27.239727440693677,Mobile,Credit Card,1,0
358,49,19.99,28.989032098691098,Tablet,PayPal,2,0
359,8,14.99,21.206546471908865,Tablet,Credit Card,0,0
360,36,9.99,13.479779968647204,Smart TV,PayPal,1,0
361,38,14.99,19.41053466481046,Tablet,Carrier Billing,1,0
362,40,14.99,20.470343640085034,Mobile,Carrier Billing,0,0
363,20,9.99,22.417408085325754,PC,Credit Card,2,0
364,35,14.99,10.32134573114913,Smart TV,Credit Card,2,0
365,48,14.99,17.34133414312702,Mobile,PayPal,0,0
366,25,14.99,19.11332390505871,Mobile,Carrier Billing,0,0
367,35,14.99,0.0,PC,PayPal,0,1
368,25,19.99,28.325047813737683,Tablet,Carrier Billing,2,0
369,29,14.99,21.640159566406112,Mobile,PayPal,2,0
370,18,14.99,22.65318870448219,PC,PayPal,0,0
371,46,9.99,14.845036889717193,PC,PayPal,6,0
372,18,19.99,25.862503755302527,Tablet,Credit Card,3,0
373,2,9.99,11.680741760665624,PC,Carrier Billing,2,0
374,54,9.99,13.25185755768863,PC,Credit Card,0,0
375,35,9.99,26.283300457417965,PC,Credit Card,1,0
376,16,19.99,23.571617361440502,PC,PayPal,2,0
377,41,9.99,7.223997348317063,PC,Carrier Billing,5,0
378,36,9.99,35.773708700880356,PC,Credit Card,2,0
379,33,9.99,12.415023464268529,Mobile,PayPal,3,0
380,4,14.99,18.67406445378661,Smart TV,Carrier Billing,3,0
381,33,9.99,37.46787386601952,Tablet,Carrier Billing,1,0
382,14,19.99,0.0,Smart TV,Credit Card,5,1
383,21,19.99,2.9373918003036046,Tablet,PayPal,1,1
384,48,14.99,24.419336870885175,Smart TV,Credit Card,1,0
385,20,19.99,0.0,Tablet,Carrier Billing,2,1
386,56,19.99,0.0,PC,Credit Card,1,1
387,8,14.99,31.751578262941415,Smart TV,PayPal,1,0
388,7,9.99,15.9112663159591,Smart TV,Carrier Billing,2,0
389,3,14.99,41.96089559296816,Tablet,PayPal,1,0
390,17,9.99,9.652302219464337,Tablet,PayPal,4,0
391,33,9.99,16.815182011295192,Mobile,Carrier Billing,0,0
392,48,19.99,25.406307261785855,PC,PayPal,2,0
393,12,14.99,24.715284841752393,PC,PayPal,1,0
394,59,19.99,17.45100384511155,Mobile,PayPal,2,0
395,51,19.99,13.51539989057582,Tablet,Carrier Billing,1,0
396,22,9.99,22.313623243412906,PC,PayPal,1,0
397,55,19.99,33.76885886175849,Tablet,Credit Card,0,0
398,22,14.99,27.62808689573295,PC,Credit Card,0,0
399,46,19.99,13.675315836898651,Smart TV,PayPal,1,0
400,30,19.99,10.082273539206602,Smart TV,Credit Card,1,0
401,38,9.99,13.072110122900419,PC,Credit Card,0,0
402,38,14.99,7.262571146341843,PC,Carrier Billing,2,0
403,45,19.99,21.474094823272445,PC,PayPal,2,0
404,51,9.99,28.137861787342835,Mobile,Carrier Billing,1,0
405,54,19.99,19.28660001499597,PC,PayPal,0,0
406,8,14.99,37.19766792929515,Mobile,Credit Card,2,0
407,27,19.99,37.75414575154689,Mobile,Carrier Billing,4,0
408,27,19.99,23.07735268828421,Smart TV,Carrier Billing,1,0
409,34,9.99,27.019377404766836,PC,Credit Card,1,0
410,21,19.99,10.995420220305522,Smart TV,Credit Card,0,0
411,30,9.99,16.391935061608223,Smart TV,PayPal,2,0
412,33,14.99,32.722703777665494,Mobile,PayPal,1,0
413,28,19.99,14.207273827115582,Tablet,Credit Card,5,0
414,47,14.99,34.87379807016452,Mobile,Credit Card,4,0
415,33,14.99,31.125641020748326,Smart TV,Carrier Billing,3,0
416,5,19.99,27.516239610463575,Mobile,Carrier Billing,1,0
417,48,9.99,8.273051103403601,Mobile,PayPal,2,0
418,19,14.99,16.880135159296785,Mobile,Carrier Billing,1,0
419,4,14.99,26.442088388441277,PC,Credit Card,1,0
420,35,19.99,10.142519254979698,Mobile,Credit Card,3,0
421,49,19.99,18.099227527834017,Smart TV,Credit Card,1,0
422,17,19.99,27.52130949127638,Mobile,Credit Card,3,0
423,44,19.99,14.318277720777044,PC,PayPal,1,0
424,28,19.99,11.535455087313519,Smart TV,Credit Card,1,0
425,30,19.99,1.9922554121182081,Mobile,Credit Card,3,1
426,29,9.99,16.133658022856917,Smart TV,Credit Card,2,0
427,46,14.99,27.731815128101374,PC,Credit Card,2,0
428,53,9.99,11.270963246735024,Tablet,PayPal,2,0
429,6,9.99,20.178721064677067,PC,PayPal,2,0
430,35,19.99,17.75790728205933,PC,Carrier Billing,1,0
431,41,14.99,13.333764440319525,Smart TV,PayPal,3,0
432,37,9.99,28.377055993758876,Smart TV,PayPal,3,0
433,24,19.99,36.42272281165896,Tablet,PayPal,1,0
434,29,19.99,30.043379436417034,Tablet,Carrier Billing,1,0
435,49,14.99,13.040635975492854,Tablet,Credit Card,2,0
436,46,9.99,39.92365663845945,PC,Carrier Billing,0,0
437,53,9.99,30.014029102300654,PC,Credit Card,2,0
438,31,9.99,15.426429310357094,Tablet,PayPal,0,0
439,35,19.99,12.246736178880862,Tablet,Credit Card,1,0
440,33,14.99,31.210392638449235,Tablet,Carrier Billing,3,0
441,52,14.99,21.73769201957273,Mobile,Credit Card,1,0
442,21,9.99,11.492351513122724,Mobile,Credit Card,2,0
443,32,19.99,18.51891020528117,Tablet,PayPal,1,0
444,23,9.99,15.928031821186387,PC,Credit Card,0,0
445,33,14.99,11.759408813119622,Smart TV,Credit Card,1,0
446,3,19.99,30.14586253261467,PC,PayPal,1,0
447,18,9.99,27.817241883143133,Smart TV,Carrier Billing,2,0
