User_ID,Subscription_Duration_Months,Monthly_Fee,Watch_Time_Hours,Customer_Support_Interactions,Churn,Device_Type_numeric,Payment_Method_numeric
57,25,9.99,18.382856838193952,2,0,1,0
58,14,9.99,20.634035108604927,0,0,1,0
59,50,19.99,16.450517332593417,1,0,1,2
60,58,9.99,44.6075292870838,2,0,3,1
61,9,9.99,16.897579418140733,0,0,0,2
62,26,14.99,14.492747177277856,2,0,2,2
63,53,9.99,21.243435848811306,1,0,1,2
64,2,9.99,29.708869120133524,2,0,1,2
65,20,14.99,12.745722568166045,0,0,1,0
66,28,19.99,18.53013349835019,2,0,3,0
67,47,19.99,29.99284640234508,1,0,2,2
68,7,14.99,30.54806433094623,2,0,1,0
69,44,14.99,22.176281001228507,1,0,1,0
70,8,19.99,44.183912202545,0,0,3,1
71,47,19.99,39.806510466956205,1,0,3,0
72,35,19.99,5.938838189402613,0,0,0,0
73,14,19.99,3.0803878031242533,1,1,0,2
74,17,19.99,27.957144478653586,1,0,2,0
75,36,14.99,33.653656446411595,1,0,0,0
76,50,9.99,17.752410151415937,1,0,2,0
77,40,19.99,14.978042082761712,0,0,0,2
78,4,19.99,11.797094060943069,2,0,1,2
79,2,9.99,8.319880761562949,1,0,0,0
80,6,9.99,31.363427959118493,1,0,1,2
81,54,9.99,16.18705039195424,3,0,2,2
82,42,9.99,23.0180075701098,2,0,0,1
83,4,9.99,1.7419425810701092,1,1,0,0
84,54,9.99,30.0227103567561,0,0,0,1
85,29,14.99,25.87778227889649,2,0,1,0
86,18,9.99,6.553107997500469,2,0,1,0
87,26,9.99,22.590288214837145,2,0,0,1
88,44,14.99,20.047433595275884,1,0,2,1
89,34,9.99,15.498450801572718,3,0,1,0
90,10,19.99,0.0,1,1,3,1
91,36,19.99,13.396707382486264,2,0,2,1
92,14,9.99,23.02431145776121,0,0,2,2
93,31,14.99,14.514350494428747,3,0,2,0
94,48,19.99,17.783049632410407,1,0,1,2
95,15,14.99,34.96756785990474,2,0,0,0
96,8,19.99,19.22491988853714,0,0,0,2
97,14,9.99,0.0,1,1,3,0
98,23,14.99,18.1514963934947,0,0,0,2
99,57,14.99,20.99394089561429,1,0,3,0
100,40,14.99,11.74645343038094,0,0,3,2
101,21,19.99,27.347485957410083,0,0,0,1
102,16,19.99,5.377710274789527,1,0,3,0
103,45,19.99,18.622589009424217,0,0,2,1
104,18,9.99,5.262410986566021,2,0,2,2
105,47,19.99,17.043122825424643,3,0,2,0
106,53,9.99,27.081298604952806,4,0,1,2
107,24,14.99,18.383200727855044,1,0,3,2
108,26,14.99,17.799464926283054,2,0,3,1
109,25,9.99,20.277700785353154,0,0,2,0
110,45,19.99,20.77767468972529,0,0,1,2
111,41,9.99,26.93751920706769,2,0,0,1
112,29,14.99,26.99815723105016,1,0,2,1
113,15,14.99,34.21695883284849,0,0,1,1
114,45,9.99,21.676169855293782,1,0,0,1
115,1,19.99,3.3927550488998257,2,1,1,2
116,25,19.99,28.579485996243434,1,0,0,2
117,7,9.99,33.498244592045914,0,0,3,2
118,9,9.99,44.61695017184823,0,0,3,0
119,24,19.99,34.51705880776824,2,0,1,0
120,1,14.99,15.097015897394185,2,0,1,1
121,44,9.99,21.87184027488584,2,0,0,2
122,8,19.99,17.293732534597424,1,0,1,1
123,24,19.99,15.934730748968391,3,0,1,2
124,11,14.99,18.865146091633697,1,0,0,0
125,51,14.99,32.85743102133064,0,0,0,1
126,17,14.99,4.108287154886696,1,0,3,2
127,8,14.99,9.97454367610478,0,0,2,2
128,35,14.99,32.19493022566629,2,0,1,2
129,35,9.99,34.53668174073952,2,0,0,1
130,33,19.99,13.405042916823827,2,0,3,0
131,59,9.99,36.507483443052166,1,0,2,2
132,5,9.99,29.75882083307752,6,1,1,1
133,42,9.99,17.32238863954408,1,0,3,2
134,39,9.99,0.0,1,1,2,1
135,58,9.99,3.319848563322939,0,0,1,0
136,41,14.99,13.418233123903567,1,0,3,2
137,28,14.99,27.59936981959828,0,0,1,1
138,7,19.99,27.631000245479147,5,0,2,2
139,9,9.99,15.335508080931303,0,0,0,1
140,8,19.99,17.68725734637424,2,0,3,0
141,12,14.99,19.675186500581148,1,0,2,0
142,34,14.99,17.812619870491805,1,0,1,1
143,33,14.99,21.636337636687937,1,0,2,0
144,48,9.99,19.69958843251838,1,0,2,2
145,55,9.99,3.257728509080305,2,1,0,0
146,23,14.99,17.924384337807304,3,0,3,2
147,24,19.99,19.774021669550976,1,0,2,0
148,37,19.99,29.89799345927511,0,0,0,0
149,35,14.99,11.686938683597154,1,0,0,2
150,44,19.99,22.03905351344904,2,0,0,0
151,40,14.99,25.62839996321604,1,0,1,2
152,22,19.99,18.516528211921788,4,0,0,2
153,27,14.99,2.4520211462875494,1,0,0,0
154,35,19.99,30.100690205936125,1,0,0,0
155,1,9.99,27.471412320266037,1,0,0,2
156,35,14.99,22.28773380024682,2,0,3,1
157,37,14.99,20.40330400889144,2,0,3,0
158,47,19.99,2.185751004483688,2,1,0,0
159,14,14.99,27.74656635890075,3,0,2,1
160,3,14.99,34.863960433283765,1,0,1,1
161,1,14.99,8.862544795781256,3,0,2,0
162,5,9.99,33.45018656271581,0,0,2,0
163,26,9.99,31.31457796345356,1,0,0,0
164,55,19.99,8.568046766499611,1,0,2,1
165,14,9.99,16.05856400647104,0,0,3,0
166,39,19.99,6.0456235689033,3,0,3,1
167,27,9.99,19.34861664271112,2,0,1,1
168,9,19.99,24.48317562430157,3,0,3,2
169,15,9.99,6.795318689797282,2,0,3,1
170,15,9.99,23.858027751246983,3,0,0,2
171,26,19.99,26.391257634784942,2,0,3,1
172,42,14.99,26.534786562187332,2,0,2,1
173,13,14.99,24.54502572085628,0,0,2,2
174,51,9.99,7.715093236190926,0,0,3,2
175,32,19.99,18.78525981449955,1,0,1,2
176,39,14.99,23.52352110314054,0,0,1,2
177,49,19.99,34.61025622339098,4,0,1,2
178,52,14.99,20.024658294875195,0,0,3,2
179,32,19.99,24.255412942757808,0,0,1,2
180,4,9.99,10.679731863547987,2,0,3,1
181,30,19.99,8.451059638341283,1,0,2,1
182,37,14.99,7.169280102696119,2,0,1,2
183,23,9.99,15.797317258891448,4,0,1,0
184,39,19.99,40.6205115300686,2,0,1,2
185,45,14.99,15.979237405601497,5,0,2,0
186,15,9.99,23.64626353942051,0,0,3,1
187,43,19.99,25.57097958570996,2,0,2,1
188,29,14.99,9.084708909638406,1,0,2,0
189,36,19.99,15.648931493878612,2,0,0,1
190,13,19.99,26.244151389325243,2,0,1,2
191,32,9.99,24.28327414169423,2,0,3,0
192,7,9.99,0.0600537332075887,1,0,3,0
193,59,14.99,25.94410353957252,1,0,0,1
194,51,9.99,14.490096091562156,0,0,0,0
195,22,14.99,14.751828037071348,2,0,2,0
196,28,19.99,24.048656929636092,0,0,0,0
197,2,19.99,35.22935924483794,1,0,3,1
198,42,14.99,17.995653733056386,2,0,3,0
199,45,19.99,31.79050215539266,2,0,3,0
200,57,9.99,5.590772321181532,2,0,2,2
201,53,19.99,21.307433459121302,1,0,1,2
202,6,9.99,14.589445940719202,1,0,1,0
203,28,14.99,22.82006986756061,3,0,2,1
204,28,14.99,17.03692597214898,2,0,3,0
205,44,19.99,6.589385810361954,2,0,3,1
206,44,19.99,11.12590637198858,1,0,2,2
207,20,9.99,3.5679892014341377,1,0,2,2
208,30,9.99,6.930987710512822,0,0,0,0
209,11,19.99,24.803243748750475,2,0,2,1
210,58,19.99,17.489628701427776,4,0,1,1
211,55,14.99,22.30864410128088,5,0,2,1
212,28,14.99,38.15577481595072,1,0,3,0
213,25,14.99,17.040282067877392,0,0,3,1
214,39,19.99,26.342839331822383,1,0,3,2
215,33,19.99,20.28135512201255,0,0,1,1
216,1,19.99,47.626845327315024,6,1,1,1
217,57,14.99,0.0,1,0,0,0
218,27,19.99,12.823377240278784,3,0,2,0
219,57,9.99,26.54023974231481,2,0,0,0
220,52,19.99,12.470946045720604,0,0,2,0
221,13,19.99,25.660715573099807,0,0,2,0
222,41,19.99,19.39920807103311,0,0,1,1
223,3,19.99,28.64948838011637,1,0,3,1
224,39,19.99,8.678771695723409,2,0,2,0
225,6,9.99,21.728423106163547,1,0,1,0
226,8,9.99,24.660182300133844,2,0,0,1
227,27,19.99,21.317891582113365,1,0,3,0
228,9,14.99,21.494124849208884,3,0,0,2
229,37,19.99,32.0243090577956,0,0,0,1
230,33,19.99,3.2009425349510465,0,0,1,2
231,51,19.99,21.24967190791685,0,0,3,1
232,42,14.99,7.908518671207208,0,0,2,1
233,44,14.99,27.576109369263104,0,0,0,1
234,24,14.99,11.62066417630284,1,0,2,1
235,15,9.99,0.0,2,1,3,1
236,59,14.99,27.8146741424745,1,0,1,1
237,54,9.99,17.316287060410314,3,0,1,1
238,32,9.99,23.566296161016023,2,0,1,0
239,32,14.99,34.27008902699062,0,0,2,0
240,24,14.99,23.714010859322357,3,0,2,0
241,41,14.99,21.694280839089487,1,0,3,2
242,52,9.99,19.52729620770569,2,0,2,1
243,49,19.99,8.526935162509883,0,0,1,0
244,49,14.99,17.847521419046082,1,0,0,0
245,58,14.99,39.73898578442584,0,0,0,0
246,52,14.99,16.24780769866102,1,0,0,1
247,12,9.99,18.439863405767447,3,0,1,1
248,39,9.99,32.570848921053454,2,0,2,2
249,2,19.99,4.58711339098042,3,1,0,2
250,3,14.99,26.201240509569363,1,0,2,1
251,49,9.99,4.111200801949501,0,0,2,2
252,37,19.99,23.9918871688146,3,0,1,0
253,49,14.99,19.775905516017986,1,0,2,2
254,56,9.99,26.124001607980137,3,0,2,0
255,17,14.99,9.87525629845609,4,0,1,2
256,59,14.99,14.6496691530843,1,0,3,0
257,49,9.99,26.64052953305583,2,0,0,2
258,2,9.99,14.901674834981993,2,0,0,2
259,2,9.99,27.555152605285027,0,0,2,1
260,28,14.99,22.09169810688752,0,0,3,1
261,54,14.99,15.54248242069839,1,0,1,0
262,23,19.99,16.846458219693247,2,0,2,1
263,37,14.99,20.03504831668619,2,0,1,0
264,32,9.99,17.79817885958598,1,0,0,1
265,33,14.99,27.302497537329497,0,0,1,1
266,1,19.99,16.287206704759157,4,1,0,0
267,19,19.99,14.269690737877788,3,0,1,2
268,2,9.99,29.10251681532861,0,0,1,0
269,53,9.99,15.778708359272091,2,0,3,0
270,44,19.99,14.596283797349908,1,0,1,0
271,26,19.99,0.0,2,1,2,1
272,32,19.99,9.604966313960706,1,0,3,1
273,6,9.99,11.61372521336789,0,0,2,1
274,32,19.99,14.598694074920251,1,0,1,0
275,55,19.99,12.77860783371137,1,0,1,2
276,4,9.99,29.830501486789515,2,0,3,2
277,55,14.99,12.248523555489175,1,0,0,0
278,11,14.99,12.993736297614236,0,0,3,0
279,56,19.99,21.55654197099732,2,0,0,2
280,59,14.99,8.98318120071319,4,0,0,1
281,17,14.99,35.63992154846776,2,0,1,0
282,38,14.99,28.02156791162812,3,0,2,2
283,24,14.99,8.319130478921517,1,0,3,2
284,5,19.99,30.13667085866837,1,0,3,2
285,52,14.99,32.217081395199536,3,0,1,1
286,34,14.99,8.578852630813865,3,0,1,2
287,6,9.99,8.348333842411757,3,0,3,2
288,22,19.99,13.89586854101866,3,0,3,2
289,11,9.99,5.847948802550917,2,0,2,0
290,48,9.99,12.197114655772271,1,0,1,0
291,16,19.99,15.998754152812566,3,0,2,0
292,33,14.99,25.04152361376481,4,0,1,2
293,9,9.99,20.8122550315025,5,0,1,2
294,59,19.99,18.519784934653053,2,0,2,1
295,6,14.99,15.168267050750874,2,0,0,2
296,16,19.99,6.920442500366232,1,0,0,1
297,29,9.99,25.91717726781987,1,0,0,2
298,3,14.99,25.69374156823712,0,0,1,1
299,20,14.99,13.831514090082852,0,0,2,0
300,59,19.99,8.98844858875577,1,0,0,2
301,36,14.99,35.56104437527083,0,0,3,1
302,19,9.99,22.46730451086932,3,0,0,0
303,26,9.99,23.969682913250423,1,0,2,0
304,3,9.99,24.401478606997586,4,0,1,2
305,19,19.99,7.975163014187069,4,0,2,1
306,20,14.99,34.992765840168666,1,0,1,1
307,32,14.99,15.965020670557692,1,0,2,1
308,7,14.99,28.22042003928943,0,0,2,0
309,52,9.99,34.58432703426778,4,0,3,1
310,41,14.99,20.813760320182,2,0,0,0
311,33,9.99,8.185215912648836,1,0,0,1
312,40,14.99,0.0,2,0,2,0
313,39,9.99,19.61584190698062,1,0,0,2
314,18,14.99,22.501444477325546,4,0,3,0
315,40,19.99,14.192248663143811,2,0,2,1
316,1,19.99,21.35685453456917,1,0,0,0
317,11,9.99,24.303448381710577,0,0,0,1
318,28,9.99,29.93927790794635,3,0,1,2
319,57,14.99,17.714346088737905,4,0,0,0
320,25,14.99,19.546583265399367,0,0,0,2
321,50,19.99,18.213996705664456,2,0,1,0
322,23,14.99,20.33594633326849,3,0,2,0
323,31,9.99,14.86815619076136,0,0,2,2
324,30,9.99,14.82034615505516,0,0,3,2
325,42,9.99,15.449771607276984,1,0,1,0
326,35,9.99,21.562662416194968,0,0,2,0
327,7,9.99,11.526859721488632,1,0,0,0
328,16,19.99,15.4900606687359,6,0,0,2
329,26,19.99,38.08589967121408,1,0,0,1
330,48,9.99,28.96399340504383,4,0,3,2
331,57,14.99,10.429189227333834,1,0,2,0
332,52,9.99,28.646729305935683,1,0,1,0
333,49,19.99,26.27392074083685,2,0,2,2
334,2,9.99,18.96080488521161,1,0,1,0
335,1,19.99,12.920270529935978,2,0,1,0
336,48,19.99,11.784858875147624,3,0,2,0
337,12,9.99,22.23840172783236,2,0,0,0
338,5,9.99,11.537663378034924,1,0,0,0
339,37,14.99,30.97221329671825,1,0,1,1
340,32,19.99,33.80806588455009,0,0,0,2
341,59,14.99,19.57195502431908,1,0,3,2
342,55,9.99,31.38780811922129,3,0,3,2
343,9,19.99,15.88451051697252,2,0,1,1
344,41,14.99,12.856482167158806,2,0,0,1
345,35,14.99,31.0027518014524,2,0,1,2
346,19,14.99,35.798669556055074,2,0,3,2
347,48,9.99,39.63157986992216,1,0,3,2
348,16,9.99,23.32655071477108,0,0,3,0
349,3,9.99,28.621103951896245,0,0,2,1
350,20,19.99,23.106172284661483,1,0,3,1
351,24,9.99,34.033786566985896,3,0,0,0
352,54,19.99,24.33284133439259,0,0,2,1
353,56,14.99,28.050837886620336,1,0,3,2
354,33,14.99,8.64581544797134,3,0,0,1
355,24,9.99,17.688372246323276,3,0,3,0
356,52,14.99,28.13636148642236,2,0,0,2
357,11,9.99,27.23972744069368,1,0,0,1
358,49,19.99,28.989032098691094,2,0,3,2
359,8,14.99,21.206546471908865,0,0,3,1
360,36,9.99,13.479779968647204,1,0,2,2
361,38,14.99,19.41053466481046,1,0,3,0
362,40,14.99,20.470343640085037,0,0,0,0
363,20,9.99,22.417408085325757,2,0,1,1
364,35,14.99,10.32134573114913,2,0,2,1
365,48,14.99,17.34133414312702,0,0,0,2
366,25,14.99,19.11332390505871,0,0,0,0
367,35,14.99,0.0,0,1,1,2
368,25,19.99,28.325047813737683,2,0,3,0
369,29,14.99,21.640159566406112,2,0,0,2
370,18,14.99,22.65318870448219,0,0,1,2
371,46,9.99,14.845036889717193,6,0,1,2
372,18,19.99,25.862503755302527,3,0,3,1
373,2,9.99,11.680741760665624,2,0,1,0
374,54,9.99,13.25185755768863,0,0,1,1
375,35,9.99,26.283300457417965,1,0,1,1
376,16,19.99,23.571617361440502,2,0,1,2
377,41,9.99,7.223997348317063,5,0,1,0
378,36,9.99,35.77370870088036,2,0,1,1
379,33,9.99,12.415023464268527,3,0,0,2
380,4,14.99,18.67406445378661,3,0,2,0
381,33,9.99,37.46787386601952,1,0,3,0
382,14,19.99,0.0,5,1,2,1
383,21,19.99,2.9373918003036046,1,1,3,2
384,48,14.99,24.41933687088517,1,0,2,1
385,20,19.99,0.0,2,1,3,0
386,56,19.99,0.0,1,1,1,1
387,8,14.99,31.75157826294141,1,0,2,2
388,7,9.99,15.9112663159591,2,0,2,0
389,3,14.99,41.96089559296816,1,0,3,2
390,17,9.99,9.652302219464335,4,0,3,2
391,33,9.99,16.815182011295192,0,0,0,0
392,48,19.99,25.40630726178585,2,0,1,2
393,12,14.99,24.715284841752396,1,0,1,2
394,59,19.99,17.45100384511155,2,0,0,2
395,51,19.99,13.51539989057582,1,0,3,0
396,22,9.99,22.313623243412906,1,0,1,2
397,55,19.99,33.76885886175849,0,0,3,1
398,22,14.99,27.62808689573295,0,0,1,1
399,46,19.99,13.675315836898651,1,0,2,2
400,30,19.99,10.082273539206602,1,0,2,1
401,38,9.99,13.07211012290042,0,0,1,1
402,38,14.99,7.262571146341843,2,0,1,0
403,45,19.99,21.474094823272445,2,0,1,2
404,51,9.99,28.137861787342835,1,0,0,0
405,54,19.99,19.28660001499597,0,0,1,2
406,8,14.99,37.19766792929515,2,0,0,1
407,27,19.99,37.75414575154689,4,0,0,0
408,27,19.99,23.07735268828421,1,0,2,0
409,34,9.99,27.01937740476684,1,0,1,1
410,21,19.99,10.995420220305522,0,0,2,1
411,30,9.99,16.391935061608223,2,0,2,2
412,33,14.99,32.722703777665494,1,0,0,2
413,28,19.99,14.207273827115582,5,0,3,1
414,47,14.99,34.87379807016452,4,0,0,1
415,33,14.99,31.12564102074833,3,0,2,0
416,5,19.99,27.516239610463572,1,0,0,0
417,48,9.99,8.273051103403601,2,0,0,2
418,19,14.99,16.880135159296785,1,0,0,0
419,4,14.99,26.44208838844128,1,0,1,1
420,35,19.99,10.142519254979698,3,0,0,1
421,49,19.99,18.099227527834017,1,0,2,1
422,17,19.99,27.52130949127638,3,0,0,1
423,44,19.99,14.318277720777044,1,0,1,2
424,28,19.99,11.53545508731352,1,0,2,1
425,30,19.99,1.992255412118208,3,1,0,1
426,29,9.99,16.133658022856917,2,0,2,1
427,46,14.99,27.73181512810137,2,0,1,1
428,53,9.99,11.270963246735024,2,0,3,2
429,6,9.99,20.178721064677067,2,0,1,2
430,35,19.99,17.75790728205933,1,0,1,0
431,41,14.99,13.333764440319523,3,0,2,2
432,37,9.99,28.37705599375888,3,0,2,2
433,24,19.99,36.42272281165896,1,0,3,2
434,29,19.99,30.043379436417037,1,0,3,0
435,49,14.99,13.040635975492854,2,0,3,1
436,46,9.99,39.92365663845945,0,0,1,0
437,53,9.99,30.01402910230065,2,0,1,1
438,31,9.99,15.426429310357094,0,0,3,2
439,35,19.99,12.246736178880862,1,0,3,1
440,33,14.99,31.210392638449235,3,0,3,0
441,52,14.99,21.73769201957273,1,0,0,1
442,21,9.99,11.492351513122724,2,0,0,1
443,32,19.99,18.51891020528117,1,0,3,2
444,23,9.99,15.928031821186387,0,0,1,1
445,33,14.99,11.759408813119622,1,0,2,1
446,3,19.99,30.14586253261467,1,0,1,2
447,18,9.99,27.817241883143133,2,0,2,0
448,25,9.99,28.385414775592604,5,0,3,2
449,42,19.99,28.24670393319513,0,0,0,1
450,31,14.99,10.839662552924024,0,0,0,2
451,54,19.99,13.963127282030026,3,0,2,2
452,58,9.99,34.58657522937662,3,0,3,1
453,3,9.99,21.080121224389984,5,1,0,0
454,40,9.99,5.2952930629569686,2,0,3,2
455,46,9.99,22.169443275957462,1,0,3,0
456,24,14.99,26.54791261668133,2,0,2,2
457,50,14.99,25.240414373702087,5,0,3,1
458,32,9.99,10.621303968383607,2,0,3,1
459,47,14.99,38.86721559257553,1,0,2,2
460,22,14.99,4.994054128912474,4,1,0,2
461,23,14.99,21.108964301634124,3,0,1,2
462,2,9.99,37.36552852766083,2,0,3,1
463,27,19.99,25.91657083935445,0,0,2,2
464,42,19.99,28.362195690513552,1,0,0,1
465,2,19.99,9.468358508298646,1,0,3,2
466,26,9.99,23.47046457596871,0,0,1,1
467,17,14.99,19.63397337305053,1,0,0,2
468,40,14.99,8.699558308356352,1,0,2,0
469,33,9.99,28.65071489474962,1,0,3,0
470,9,9.99,11.805132613493308,2,0,2,1
471,43,19.99,12.990753678314729,3,0,1,2
472,54,19.99,24.32579322084848,1,0,1,0
473,48,9.99,18.567545543549848,2,0,2,2
474,39,19.99,21.69288023656013,1,0,3,2
475,29,14.99,17.955003412301636,3,0,2,2
476,42,9.99,34.13060843504042,1,0,0,0
477,55,9.99,10.74969352761384,3,0,2,1
478,26,14.99,15.351912197939871,2,0,1,0
479,35,14.99,24.81171557579227,2,0,3,1
480,50,14.99,10.12082166358981,0,0,3,0
481,25,19.99,9.67776617604124,1,0,1,2
482,24,9.99,21.37743894003137,1,0,1,2
483,13,19.99,28.67353378918877,0,0,0,2
484,58,14.99,29.97877815794255,0,0,1,0
485,7,19.99,20.91739875987282,1,0,1,0
486,57,14.99,13.278673415026734,3,0,1,1
487,36,19.99,22.756631976342582,2,0,3,0
488,45,19.99,25.661383087123703,1,0,1,1
489,20,14.99,22.618606592902736,1,0,2,0
490,1,19.99,32.341698587913754,2,0,2,2
491,8,9.99,9.858387347450323,2,0,3,0
492,46,19.99,13.030239823564376,2,0,0,2
493,16,19.99,30.95349194398724,1,0,0,0
494,14,9.99,5.269801694847363,1,0,3,1
495,12,14.99,14.606142729184995,1,0,2,0
496,51,9.99,12.684597052736386,5,0,3,2
497,23,19.99,4.357950986530314,0,0,1,0
498,15,14.99,18.128511953590863,1,0,3,1
499,28,19.99,27.462938598884534,1,0,0,1
500,34,19.99,21.563279155211028,2,0,2,1
501,2,9.99,27.996037853020773,1,0,0,1
502,32,9.99,31.919559676429728,2,0,0,0
503,23,14.99,16.143682390544804,4,0,2,1
504,22,14.99,46.4684602298873,1,0,1,0
505,51,14.99,16.54584575936167,1,0,2,0
506,25,19.99,17.87468974156309,0,0,2,0
507,58,9.99,12.923794631312226,1,0,3,1
508,22,9.99,25.45389480924674,2,0,2,1
509,58,9.99,17.09496581023025,0,0,3,0
510,58,14.99,19.21107778085004,0,0,0,0
511,22,9.99,17.94786993774037,2,0,2,0
512,49,9.99,17.720954527731262,2,0,1,2
513,52,9.99,21.582860293985757,1,0,3,2
514,42,14.99,15.497764469633688,1,0,3,1
515,6,9.99,15.967044180829076,2,0,1,2
516,15,14.99,30.72851490620992,1,0,3,0
517,54,9.99,17.064775361185884,3,0,3,0
518,43,9.99,23.835524037071245,0,0,1,1
519,37,9.99,11.10508259511553,1,0,0,1
520,33,14.99,15.553099728471274,3,0,2,2
521,8,14.99,7.674394375093193,2,0,2,0
522,53,9.99,38.54433433361827,1,0,2,1
523,44,19.99,33.75459677668053,3,0,2,1
524,44,14.99,25.954589932786867,0,0,2,2
525,5,14.99,41.51102720289829,2,0,2,1
526,39,9.99,27.70286051383125,4,0,3,2
527,4,19.99,18.280242563511784,3,0,2,0
528,6,9.99,23.72519667091671,1,0,3,2
529,45,14.99,33.607863554791415,0,0,1,1
530,32,14.99,11.19683824992032,1,0,0,2
531,52,9.99,8.271822127334385,2,0,3,2
532,30,9.99,24.060791666299377,1,0,0,0
533,47,19.99,14.131502664512624,0,0,1,2
534,35,19.99,0.0,0,0,2,1
535,55,14.99,7.570666530894316,1,0,0,1
536,40,19.99,16.88575650646455,0,0,0,0
537,52,19.99,20.481887547479023,1,0,1,0
538,16,14.99,20.779690993832983,0,0,1,0
539,13,14.99,40.05196340235445,2,0,1,1
540,50,14.99,17.923747432989064,0,0,3,2
541,42,14.99,22.781254895361048,2,0,3,1
542,30,9.99,3.7410797262550375,1,0,0,1
543,19,14.99,19.68864461684724,2,0,1,0
544,17,14.99,23.341989431717664,0,0,0,0
545,56,14.99,6.247405190188104,2,0,2,2
546,19,19.99,10.660080403630436,1,0,1,2
547,28,14.99,24.8916863383687,1,0,3,2
548,58,9.99,14.536737356880884,2,0,1,2
549,55,9.99,18.974582284900254,1,0,0,1
550,26,14.99,25.407775189589795,1,0,3,2
551,37,9.99,40.36872171795816,1,0,2,1
552,26,19.99,17.782147989216078,2,0,2,1
553,53,14.99,37.69198078877443,3,0,0,2
554,23,9.99,0.4122633870440637,2,1,1,2
555,9,9.99,21.48362858681985,4,0,2,1
556,12,14.99,16.65910792904769,1,0,0,0
557,53,9.99,14.675410159316026,0,0,3,2
558,1,14.99,26.58067575556853,1,0,3,0
559,58,9.99,17.8537933461478,2,0,0,1
560,58,19.99,0.0,1,0,1,0
561,1,9.99,4.116307517494175,1,1,1,1
562,47,9.99,27.22026958356444,1,0,1,0
563,34,14.99,3.6277209307593674,1,0,1,0
564,32,9.99,27.488211811807783,0,0,0,0
565,54,14.99,21.24773487911156,0,0,0,1
566,48,19.99,18.29715468174199,2,0,3,1
567,25,14.99,19.18525826801727,0,0,3,1
568,40,14.99,25.147580201800835,3,0,1,2
569,45,9.99,8.22514026393559,3,0,2,1
570,53,19.99,20.422910939977257,4,0,2,2
571,1,14.99,8.604972059187343,2,0,3,1
572,16,9.99,21.63644776002868,4,0,3,2
573,39,9.99,26.46476786198352,1,0,0,0
574,5,14.99,21.65945862812315,2,0,3,0
575,22,9.99,26.08602163930589,0,0,3,1
576,29,14.99,12.999851649067129,1,0,1,2
577,55,14.99,19.37819945679423,0,0,2,0
578,3,14.99,17.62024186875104,1,0,2,0
